link,headline,category,short_description,authors,date,text,x,y
https://www.huffingtonpost.com/entry/sexually-explicit-books-virginia_us_586c2b53e4b0eb58648b0543,‘Sexually Explicit’ Books Could Be Under Fire In Virginia Schools,ARTS & CULTURE,"If a new proposal passes, parents could have the power to veto reading list titles.",Maddie Crum,2017-01-03,"‘Sexually Explicit’ Books Could Be Under Fire In Virginia Schools If a new proposal passes, parents could have the power to veto reading list titles.",1.2708176,-0.038581133
https://www.huffingtonpost.com/entry/litigation_us_5ba2b05ee4b0c2784da4579a,Things to Consider Before Litigating,CRIME,"As you can see, decisions rendered in court are not based on all of the evidence -- just all of the legally admissible evidence","Mark Baer, Contributor
Mediator, Family Law Attorney, Collaborative Law Practitioner,...",2013-11-24,"Things to Consider Before Litigating As you can see, decisions rendered in court are not based on all of the evidence -- just all of the legally admissible evidence",7.101759,8.439029
https://www.huffingtonpost.com/entry/home-birth-dads-2014-cale_us_5b9db2a0e4b03a1dcc8ba292,'Home Birth Dads' 2014 Calendar Raises Awareness In A Hilarious Way,PARENTING,"Inner Birth's calendar was shot by photographer Katie Hall and self-published, using Lulu. Ten percent of the profits will",,2013-12-11,"'Home Birth Dads' 2014 Calendar Raises Awareness In A Hilarious Way Inner Birth's calendar was shot by photographer Katie Hall and self-published, using Lulu. Ten percent of the profits will",-6.523174,-13.760712
https://www.huffingtonpost.com/entry/black-panther-movie-targeted-facebook-group_us_5a7354b9e4b06ee97af09216,'Alt-Right' Group Takes Aim At 'Black Panther.' Ryan Coogler Responds.,ENTERTAINMENT,The director doesn't seem fazed.,Bill Bradley,2018-02-02,'Alt-Right' Group Takes Aim At 'Black Panther.' Ryan Coogler Responds. The director doesn't seem fazed.,17.992334,0.37132803
https://www.huffingtonpost.com/entry/joey-fatone-family-recipe-video_us_5b9d20bce4b03a1dcc84b9bc,Joey Fatone's Family Recipe Horror Story (VIDEO),FOOD & DRINK,Hint: it includes the words 'mayonnaise' and 'burrito'.,,2013-05-06,Joey Fatone's Family Recipe Horror Story (VIDEO) Hint: it includes the words 'mayonnaise' and 'burrito'.,-31.73449,-3.024533
https://www.huffingtonpost.com/entry/string-beans-with-tonnato-sauce_us_5b9b7667e4b03a1dcc77c623,Fork-In-The-Road String Beans With Tonnato Sauce,FOOD & DRINK,"Tonnato sauce is a mayonnaise-based sauce with canned tuna, often flavored with anchovies, super flavorful, quite rich and pleasingly retro.","Katie Workman, Contributor
Author, Dinner Solved! and The Mom 100 Cookbook",2012-03-19,"Fork-In-The-Road String Beans With Tonnato Sauce Tonnato sauce is a mayonnaise-based sauce with canned tuna, often flavored with anchovies, super flavorful, quite rich and pleasingly retro.",-31.979895,-3.4186506
https://www.huffingtonpost.com/entry/debating-militancy-in-pos_b_10790300.html,Debating Militancy In Post-2003 Iraq,POLITICS,,"Luay Al Khatteeb, ContributorCommentator on Middle East Politics & Economy",2016-07-03,Debating Militancy In Post-2003 Iraq ,6.1724114,22.715942
https://www.huffingtonpost.com/entry/women-in-business-qa-donn_b_6687338.html,"Women in Business Q&A: Donna Moyer, CEO, Preferred HealthStaff",BUSINESS,"Donna Moyer is the CEO and co-founder of Preferred HealthStaff, an in home care franchise that goes beyond the traditional services. Moyer has decades of experience in the health care industry.","Laura Dunn, ContributorSocial Media and Communications Professional, Founder and Edit...",2015-02-15,"Women in Business Q&A: Donna Moyer, CEO, Preferred HealthStaff Donna Moyer is the CEO and co-founder of Preferred HealthStaff, an in home care franchise that goes beyond the traditional services. Moyer has decades of experience in the health care industry.",4.3478084,-7.285986
https://www.huffingtonpost.com/entry/why-learning-to-love-your-life-can-teach-you-to-love_us_59a1e2fee4b0d0ef9f1c1486,Why Learning To Love Your Life Can Teach You To Love Yourself,HEALTHY LIVING,Every day you tend to learn something new. It can be a small thing you heard while eavesdropping at the hairdressers or it,"Unwritten, ContributorThe destination for millennials to share their uninhibited tho...",2017-08-26,Why Learning To Love Your Life Can Teach You To Love Yourself Every day you tend to learn something new. It can be a small thing you heard while eavesdropping at the hairdressers or it,-11.110049,-5.1594987
https://www.huffingtonpost.com/entry/our-baby-sleeps-with-us-g_b_5354895.html,The 2 Biggest Questions About Cosleeping,PARENTS,Gwen and I have decided to cosleep. That means that little baby Noah sleeps in bed with us. Cosleeping brings up a few questions and concerns and sometimes even an angry mob with pitchforks and torches.,"Brian Leaf, ContributorAuthor, Misadventures of a Parenting Yogi: Cloth Diapers, Cosl...",2014-07-01,The 2 Biggest Questions About Cosleeping Gwen and I have decided to cosleep. That means that little baby Noah sleeps in bed with us. Cosleeping brings up a few questions and concerns and sometimes even an angry mob with pitchforks and torches.,-18.259434,-8.785181
https://www.huffingtonpost.com/entry/facebook-notifications-update_us_562e65b8e4b06317990ebace,Brace Yourself For Even More Facebook Notifications,TECH,Here's the latest update that Facebook hopes will suck you in.,Damon Beres,2015-10-26,Brace Yourself For Even More Facebook Notifications Here's the latest update that Facebook hopes will suck you in.,2.9118562,7.487302
https://www.huffingtonpost.com/entry/chris-hurst-wdbj-virginia-reporter-politics_us_589e313be4b094a129eb217d,TV Reporter Whose Girlfriend Was Killed In On-Air Shooting Quits,POLITICS,Southwest Virginia's Chris Hurst said he plans to enter politics.,Ryan Grenoble,2017-02-10,TV Reporter Whose Girlfriend Was Killed In On-Air Shooting Quits Southwest Virginia's Chris Hurst said he plans to enter politics.,25.596567,11.262639
https://www.huffingtonpost.com/entry/self-definition_us_5b9bb958e4b03a1dcc79dfa4,Who Are We Without Our Titles?,WELLNESS,"Too often, we define ourselves by our jobs in this world: ""I work at X,"" ""I'm so and so's mother,  ____'s wife."" But when those relationships have expired, matured or evaporated, what's left?","Natalie Thomas, Contributor
Blogger, Writer, Producer, Host, Brand Consultant",2012-05-20,"Who Are We Without Our Titles? Too often, we define ourselves by our jobs in this world: ""I work at X,"" ""I'm so and so's mother,  ____'s wife."" But when those relationships have expired, matured or evaporated, what's left?",-4.9639997,-3.5340848
https://www.huffingtonpost.com/entry/deer-hunter-fatally-shoots-woman_us_5a18885be4b0649480747326,Hunter Fatally Shoots Woman He Mistook For A Deer On Thanksgiving Eve,CRIME,"The victim, Rosemary Billquist, was walking her dogs close to her home in western New York state.",Hilary Hanson,2017-11-24,"Hunter Fatally Shoots Woman He Mistook For A Deer On Thanksgiving Eve The victim, Rosemary Billquist, was walking her dogs close to her home in western New York state.",9.012472,29.193491
https://www.huffpost.com/entry/kate-mckinnon-elizabeth-warren-medicare-snl_n_5dbe4be3e4b0fffdb0f7df51,'Elizabeth Warren' on 'SNL' Has A Flaky 'Medicare For All' Solution: 'Money Doesn't Exist',COMEDY,"""When the numbers are this big, they’re just pretend,” soothes Kate McKinnon's ""Warren"" on the stump in Iowa.",Mary Papenfuss,2019-11-03,"'Elizabeth Warren' on 'SNL' Has A Flaky 'Medicare For All' Solution: 'Money Doesn't Exist' ""When the numbers are this big, they’re just pretend,” soothes Kate McKinnon's ""Warren"" on the stump in Iowa.",10.816425,9.133358
https://www.huffingtonpost.com/entry/airplane-smoker-threat_us_5a2f7adfe4b078950283216e,Alleged Airplane Smoker Threatens To 'Kill Everybody On This F**king Plane',CRIME,"The passenger claimed she needed to smoke for ""the anxiety.""",Ed Mazza,2017-12-12,"Alleged Airplane Smoker Threatens To 'Kill Everybody On This F**king Plane' The passenger claimed she needed to smoke for ""the anxiety.""",-4.8210034,9.93433
https://www.huffingtonpost.com/entry/blake-farenthold-lobbyist-job-sexual-harassment_us_5b02f6bae4b07309e05af5e6,Blake Farenthold May Have Been Hired Illegally At His New Lobbyist Job,POLITICS,"A Texas newspaper filed a lawsuit alleging the Calhoun Port Authority hired the disgraced former lawmaker without public notice, in violation of state law.",Jennifer Bendery,2018-05-21,"Blake Farenthold May Have Been Hired Illegally At His New Lobbyist Job A Texas newspaper filed a lawsuit alleging the Calhoun Port Authority hired the disgraced former lawmaker without public notice, in violation of state law.",23.40055,17.95933
https://www.huffingtonpost.com/entry/dog-trust-fall_us_578e1e66e4b0a0ae97c34ebe,Does Your Dog Trust You Enough To Do This?,WEIRD NEWS,Spotters ready!,Steven Hoffer,2016-07-19,Does Your Dog Trust You Enough To Do This? Spotters ready!,-18.981857,-21.03882
https://www.huffingtonpost.com/entry/clinton-email-thing_us_57e403e6e4b0e80b1ba0b674,What Can Clinton Do About The Inevitable Debate Question About Her Emails?,POLITICS,"To move beyond the past, she needs to make bold, accountable commitments for the future.",Jason Linkins,2016-09-23,"What Can Clinton Do About The Inevitable Debate Question About Her Emails? To move beyond the past, she needs to make bold, accountable commitments for the future.",11.927122,9.942637
https://www.huffingtonpost.com/entry/made-for-tv-christmas-movies_us_5a3b3c09e4b0b0e5a79f8684,Here’s What Happens When You Watch 7 Days Of Made-For-TV Christmas Movies,ENTERTAINMENT,"Rediscovering holiday spirit through low-budget seasonal entertainment is, well, it's OK.",Claire Fallon and Priscilla Frank,2017-12-21,"Here’s What Happens When You Watch 7 Days Of Made-For-TV Christmas Movies Rediscovering holiday spirit through low-budget seasonal entertainment is, well, it's OK.",15.994463,-9.874275
https://www.huffingtonpost.com/entry/daily-meditation_n_6938256.html,Daily Meditation: I Am Grateful,RELIGION,,Antonia Blumberg,2015-03-25,Daily Meditation: I Am Grateful ,-10.056028,-3.7512426
https://www.huffingtonpost.com/entry/folsom-street-fair_n_5851580.html,Behind The Harness: The Extraordinary History Of The Folsom Street Fair,QUEER VOICES,,,2014-09-20,Behind The Harness: The Extraordinary History Of The Folsom Street Fair ,-12.311912,7.9174232
https://www.huffingtonpost.comhttp://www.nytimes.com/2016/01/31/opinion/sunday/on-the-beat-of-black-lives-and-bloodshed.html,On The Beat Of Black Lives And Bloodshed,BLACK VOICES,"In my early years as a police reporter, I often pulled up to a crime scene minutes before the homicide detectives arrived",,2016-02-01,"On The Beat Of Black Lives And Bloodshed In my early years as a police reporter, I often pulled up to a crime scene minutes before the homicide detectives arrived",7.063373,5.1705356
https://www.huffingtonpost.com/entry/lower-heating-costs-winter_us_5b9cac44e4b03a1dcc80c1ed,Insulate Your Home To Stay Warm And Lower Heating Costs This Winter (VIDEO),HOME & LIVING,These tips will save you a ton of money.,Amy Marturana,2012-12-29,Insulate Your Home To Stay Warm And Lower Heating Costs This Winter (VIDEO) These tips will save you a ton of money.,-22.537977,4.528549
https://www.huffingtonpost.com/entry/fireworks-in-the-water-li_us_5bb42fede4b066f8d255e457,Fireworks in the Water Line: Gasland II on HBO,ENTERTAINMENT,What would the July 4 holiday weekend be without fireworks? Somehow the ones emerging from the faucets of ordinary citizens,"Regina Weinreich, Contributor
Author, 'Kerouac's Spontaneous Poetics'",2013-07-07,Fireworks in the Water Line: Gasland II on HBO What would the July 4 holiday weekend be without fireworks? Somehow the ones emerging from the faucets of ordinary citizens,-20.877804,15.114734
https://www.huffingtonpost.com/entry/inspirational-quotes_us_5b9cf37fe4b03a1dcc833b8f,Day 21: 31 Days of Daily Inspiration From Brilliant Women,WELLNESS,"If you take care to love the life you have, to nurture and appreciate it, then waiting is no longer so frustrating. It can even become exciting, as exciting as the countdown to Christmas.","Menna van Praag, Contributor
Bestselling author of Men, Money & Chocolate.",2013-03-21,"Day 21: 31 Days of Daily Inspiration From Brilliant Women If you take care to love the life you have, to nurture and appreciate it, then waiting is no longer so frustrating. It can even become exciting, as exciting as the countdown to Christmas.",-4.8598585,-12.723028
https://www.huffingtonpost.com/entry/the-revolutions-indispensable-man-as-iranians-head_us_5915f0b1e4b02d6199b2eeb1,The Revolution's Indispensable Man: How Hashemi Rafsanjani Helped Build Democracy In Iran,THE WORLDPOST,"In his final years, Hashemi Rafsanjani served as a vessel for the public’s will, as a well as a catalyst for its transformation.","Shervin Malekzadeh, ContributorShervin Malekzadeh, Visiting Professor of Political Science, W...",2017-05-15,"The Revolution's Indispensable Man: How Hashemi Rafsanjani Helped Build Democracy In Iran In his final years, Hashemi Rafsanjani served as a vessel for the public’s will, as a well as a catalyst for its transformation.",4.050657,19.518898
https://www.huffingtonpost.com/entry/malaysia-newspaper-gay-list_us_5a81bb6ae4b08dfc93067b06,Malaysian Newspaper Slammed For 'How To Spot A Gay' List,QUEER VOICES,The article underscores the country's rigid stance on LGBTQ rights.,Curtis M. Wong,2018-02-12,Malaysian Newspaper Slammed For 'How To Spot A Gay' List The article underscores the country's rigid stance on LGBTQ rights.,2.603499,0.7505503
https://www.huffingtonpost.com/entry/president-elects-foreign-policy-fails-for-dummies_us_58435130e4b0b93e10f8e2b6,President-Elect's Foreign Policy Fails For Dummies,POLITICS,Americans had no sooner gained back their lost minds over the conversation President-Elect Donald Trump had with Pakistan’s,"Humeira Kazmi, ContributorBlogger, mom, novelist and a woman who speaks her mind.",2016-12-03,President-Elect's Foreign Policy Fails For Dummies Americans had no sooner gained back their lost minds over the conversation President-Elect Donald Trump had with Pakistan’s,16.914183,11.462287
https://www.huffingtonpost.com/entry/the-stronghold-of-injustice-in-black-america-that-easily_us_5a1766efe4b068a3ca6df731,"The Stronghold Of American, Anti-Black Injustice That Easily Claimed Tamir Rice's Life",BLACK VOICES,Decades of racist rhetoric and policy greased the skids leading to the 12-year old's killing.,"Gregg L. Greer, ContributorContributor",2017-11-24,"The Stronghold Of American, Anti-Black Injustice That Easily Claimed Tamir Rice's Life Decades of racist rhetoric and policy greased the skids leading to the 12-year old's killing.",8.041916,4.717241
https://www.huffingtonpost.com/entry/hypnotic-northern-lights-_b_6920490.html,Hypnotic Northern Lights Time-Lapse Captured Over 2 Magical Nights in Alaska,TRAVEL,"The Northern Lights -- or Aurora Borealis, or Polar Spirits, or whatever you'd like to call it -- is far up my bucket list. Like really far up. So far up I often have dreams of standing in the middle of a frozen landscape, completely alone, looking up at this celestial display, awestruck.","DL Cade, ContributorWordsmith, photo nerd, sitcom junkie, dog lover, and Editor at...",2015-03-23,"Hypnotic Northern Lights Time-Lapse Captured Over 2 Magical Nights in Alaska The Northern Lights -- or Aurora Borealis, or Polar Spirits, or whatever you'd like to call it -- is far up my bucket list. Like really far up. So far up I often have dreams of standing in the middle of a frozen landscape, completely alone, looking up at this celestial display, awestruck.",-21.417635,16.39928
https://www.huffingtonpost.com/entry/teen-suicide_us_5b9b7f53e4b03a1dcc781583,Happiness Lost: When Kids Take Their Lives,WELLNESS,"If we fail to offer the skills of self-awareness, self-mastery, and resilience to this generation, we are leaving them disadvantaged and ill-equipped, with some in a precarious position as they try to find their way in this increasingly high-stress world.","Randy Taran, Contributor
Founder of projecthappiness.org, author, filmmaker",2012-03-29,"Happiness Lost: When Kids Take Their Lives If we fail to offer the skills of self-awareness, self-mastery, and resilience to this generation, we are leaving them disadvantaged and ill-equipped, with some in a precarious position as they try to find their way in this increasingly high-stress world.",-9.687091,-8.053003
https://www.huffingtonpost.com/entry/as-europe-reconsiders-rus_b_5212368.html,"As Europe Reconsiders Russian Gas, Qatar Waits in Wings",POLITICS,"Although unlikely to replace Russia as Europe's top natural gas provider, Qatar could assist in significantly decreasing the EU's reliance on Russian energy resources while at the same time obtaining greater diplomatic leverage over European governments.","Giorgio Cafiero and Daniel Wagner, Contributors",2014-04-26,"As Europe Reconsiders Russian Gas, Qatar Waits in Wings Although unlikely to replace Russia as Europe's top natural gas provider, Qatar could assist in significantly decreasing the EU's reliance on Russian energy resources while at the same time obtaining greater diplomatic leverage over European governments.",-2.22823,23.340925
https://www.huffingtonpost.com/entry/why-shaquille-oneal-should-be-kanye-wests-next-video-vixen_us_57d719cbe4b09d7a687f289b,Shaquille O’Neal Unofficially Auditions To Be Kanye West's Next Video Vixen,ENTERTAINMENT,"Shaq's got MOVES, y'all.",Carly Ledbetter,2016-09-12,"Shaquille O’Neal Unofficially Auditions To Be Kanye West's Next Video Vixen Shaq's got MOVES, y'all.",15.341139,-2.9628189
https://www.huffingtonpost.com/entry/united-methodist-church-gay-marriage_n_6680290.html,United Methodist Church Makes Small Step Toward Accepting Same Sex Marriage,RELIGION,,Carol Kuruvilla,2015-02-14,United Methodist Church Makes Small Step Toward Accepting Same Sex Marriage ,25.656118,-9.778324
https://www.huffingtonpost.com/entry/queens-guard-game-of-thrones-theme_n_5603489.html,Watch The Queen's Guard Perform 'Game Of Thrones' Theme,ENTERTAINMENT,,Ryan Kristobak,2014-07-20,Watch The Queen's Guard Perform 'Game Of Thrones' Theme ,13.996186,-10.78198
https://www.huffingtonpost.com/entry/san-bernardino-shooting-nsa-surveillance_us_5664affae4b079b2818f068d,San Bernardino Shooting Revives NSA Surveillance Debate,POLITICS,Some Republicans think shutting down the program diminished national security.,"Dustin Volk, Reuters",2015-12-06,San Bernardino Shooting Revives NSA Surveillance Debate Some Republicans think shutting down the program diminished national security.,9.544117,16.229166
https://www.huffingtonpost.com/entry/serena-williams-ax-throwing-contest-jimmy-fallon_us_5ae1a872e4b04aa23f1ff67f,Serena Williams Is Also A Total Badass At Ax Throwing,ENTERTAINMENT,We shouldn't be surprised.,Lee Moran,2018-04-26,Serena Williams Is Also A Total Badass At Ax Throwing We shouldn't be surprised.,10.664896,-22.727089
https://www.huffingtonpost.comhttp://larchmont.patch.com/groups/lifestyle/p/how-to-put-that-fruitcake-to-good-use-larchmont,How To Put That Fruitcake To Good Use (VIDEO),FOOD & DRINK,No doubt you've been staring at the thing for more than a week now—the fruitcake so-and-so passed off as a gift. Don't hate,,2014-01-11,How To Put That Fruitcake To Good Use (VIDEO) No doubt you've been staring at the thing for more than a week now—the fruitcake so-and-so passed off as a gift. Don't hate,-28.553633,-9.641242
https://www.huffingtonpost.com/entry/16-year-old-makes-us-olympic-track-team-in-400-hurdles_us_5783647ae4b0344d514fe40f,16-Year-Old Sydney McLaughlin Makes U.S. Olympic Team In 400 Meter Hurdles,SPORTS,"""I don't get paid for this. I'm here just for fun.""",Ron Dicker,2016-07-11,"16-Year-Old Sydney McLaughlin Makes U.S. Olympic Team In 400 Meter Hurdles ""I don't get paid for this. I'm here just for fun.""",8.640317,-0.9667749
https://www.huffingtonpost.com/entry/gop-senator-raises-specter-of-so-called-presidents_us_5897ce1fe4b0c1284f268a64,Michael Moore Rips 'So-Called President',POLITICS,Twitterverse joins in on joke.,Mary Papenfuss,2017-02-06,Michael Moore Rips 'So-Called President' Twitterverse joins in on joke.,18.786154,5.307537
https://www.huffingtonpost.com/entry/vermont-gun-laws-magazine-ban_us_5ac26399e4b09712fec335d7,"New Vermont Gun Law Won’t Work, Gun Advocates Say As They Try To Undermine It",POLITICS,"Firearms enthusiasts protested a new restriction on high-capacity magazines by giving away 1,200 of the soon-to-be banned devices.",Nick Wing,2018-04-03,"New Vermont Gun Law Won’t Work, Gun Advocates Say As They Try To Undermine It Firearms enthusiasts protested a new restriction on high-capacity magazines by giving away 1,200 of the soon-to-be banned devices.",7.0543923,17.1398
https://www.huffingtonpost.com/entry/a-painter-searches-for-a-more-interconnected-vision-of-humanity_us_58deb355e4b0c777f7873ca4,A Painter Searches For A More Interconnected Vision Of Humanity,ARTS & CULTURE,"“When you take away everything that the world puts upon us,"" Laura Berger said, ""we are all just these beings that are so similar and so connected.""",Claire Fallon,2017-04-03,"A Painter Searches For A More Interconnected Vision Of Humanity “When you take away everything that the world puts upon us,"" Laura Berger said, ""we are all just these beings that are so similar and so connected.""",-3.6969793,-3.10767
https://www.huffingtonpost.com/entry/white-supremacist-rally-charlottesville-politicians_us_598f2c1de4b08a247274a813,"Politicians Condemn Hate, Violence In Wake Of White Supremacist Rally",POLITICS,"The ""Unite the Right"" rally in Charlottesville, Virginia has led to violent clashes.",Hilary Hanson,2017-08-12,"Politicians Condemn Hate, Violence In Wake Of White Supremacist Rally The ""Unite the Right"" rally in Charlottesville, Virginia has led to violent clashes.",22.24288,8.930039
https://www.huffingtonpost.com/entry/spring-getaway-itinerary_us_5b9b5cb6e4b03a1dcc76ef8e,Spring Break Colombia: Easier Than You Think,TRAVEL,"Looking to travel to an off-the-beaten-path Spring Break destination this year? The combination of gorgeous landscapes, friendly people, delicious food, warm days and breezy nights, make Colombia our pick for Spring Break 2012.","Oasis Collections, Contributor
Oasis Collections is a dynamic, full-service hospitality compa...",2012-02-23,"Spring Break Colombia: Easier Than You Think Looking to travel to an off-the-beaten-path Spring Break destination this year? The combination of gorgeous landscapes, friendly people, delicious food, warm days and breezy nights, make Colombia our pick for Spring Break 2012.",-17.075615,13.613152
https://www.huffingtonpost.com/entry/our-fashion-new-years-res_us_5b9dc187e4b03a1dcc8c7e4b,Diet and Rehab: My New Year's Style Resolutions,STYLE & BEAUTY,"I can't wait to dive into the world of consignment here in my hometown of San Francisco. Cris and SuiGeneris, here I come","Paula Mangin, Contributor
Co-founder of Blankstareblink.com, a blog where we give Father...",2014-01-06,"Diet and Rehab: My New Year's Style Resolutions I can't wait to dive into the world of consignment here in my hometown of San Francisco. Cris and SuiGeneris, here I come",-17.157156,-2.9391441
https://www.huffingtonpost.com/entry/why-im-not-buying-this-ne_us_5bafb1a8e4b0ad76926038dc,"Why I'm Not Buying This Newest, 'Gayest' Ad",QUEER VOICES,"Last week, Amazon launched a new ad for their Kindle Paperwhite and proved ""equality marketing"" is very, very real. And it worked. The LGBT blogs loved it, individual allies were promising all over social media to snap up a Kindle just to promote inclusivity.","Tile Wolfe, Contributor
Digital strategist, queer activist",2013-03-02,"Why I'm Not Buying This Newest, 'Gayest' Ad Last week, Amazon launched a new ad for their Kindle Paperwhite and proved ""equality marketing"" is very, very real. And it worked. The LGBT blogs loved it, individual allies were promising all over social media to snap up a Kindle just to promote inclusivity.",0.75976455,2.285779
https://www.huffingtonpost.com/entry/warriors-coach-steve-kerr-nfl-ban-protests-fake-patriotism_us_5b082c41e4b0802d69cad469,Warriors Coach Steve Kerr Calls NFL Ban On Protests 'Fake Patriotism',BLACK VOICES,"Forbidding players to take a knee during the national anthem is “idiotic,” the coach said.",Sebastian Murdock,2018-05-25,"Warriors Coach Steve Kerr Calls NFL Ban On Protests 'Fake Patriotism' Forbidding players to take a knee during the national anthem is “idiotic,” the coach said.",13.734451,4.7852893
https://www.huffingtonpost.com/entry/poor-children-are-just-nails-to-pound_b_7427140.html,Poor Children Are Just Nails to Pound,EDUCATION,"Education is about children -- real, living, breathing, complicated, tender, diverse children. There is no model, no assembly line, no template or standard methodology that can serve them well.","Steve Nelson, ContributorHead of the Calhoun School in Manhattan",2015-05-23,"Poor Children Are Just Nails to Pound Education is about children -- real, living, breathing, complicated, tender, diverse children. There is no model, no assembly line, no template or standard methodology that can serve them well.",-11.069317,-10.165312
https://www.huffingtonpost.com/entry/looking-for-lincoln-in-sp_us_5b9b5e05e4b03a1dcc76faa0,"Looking For Lincoln In Springfield, Illinois (PHOTOS)",TRAVEL,"The stories surrounding Abraham Lincoln makes him one of America's great heroes. A trip to Springfield, Illinois, where he spent 25 years as a citizen, lawyer and state representative prior to his presidency gives visitors a look at his humanity.","Olga Bonfiglio, Contributor
Author, ""Heroes of a Different Stripe: How One Town Responded ...",2012-02-29,"Looking For Lincoln In Springfield, Illinois (PHOTOS) The stories surrounding Abraham Lincoln makes him one of America's great heroes. A trip to Springfield, Illinois, where he spent 25 years as a citizen, lawyer and state representative prior to his presidency gives visitors a look at his humanity.",22.577322,23.601053
https://www.huffingtonpost.com/entry/maiyet-in-paris-springsum_us_5b9d8ef7e4b03a1dcc897b9f,Maiyet in Paris: Spring/Summer 2014,STYLE & BEAUTY,"Far from the maddening crowds in the Jardin de Tuileries, Maiyet showed a gorgeous spring collection Saturday night at Paris' École des Beaux-Arts.","Elizabeth Nicholas, Contributor
writer and editor",2013-09-30,"Maiyet in Paris: Spring/Summer 2014 Far from the maddening crowds in the Jardin de Tuileries, Maiyet showed a gorgeous spring collection Saturday night at Paris' École des Beaux-Arts.",1.1921546,-18.452047
https://www.huffingtonpost.com/entry/exercise-psoriasis-risk_us_5b9bbd67e4b03a1dcc79fabe,Exercise Linked With Decreased Psoriasis Risk: Study,WELLNESS,"Researchers found that physical activity was linked with psoriasis, in that the most active women had a lower risk of the",,2012-05-24,"Exercise Linked With Decreased Psoriasis Risk: Study Researchers found that physical activity was linked with psoriasis, in that the most active women had a lower risk of the",-16.87557,-0.8759379
https://www.huffingtonpost.com/entry/wedding-kiss-photos_us_5b9d54e0e4b03a1dcc86bc75,Wedding Kiss Photos: Couple Completes Quest To Kiss On All Of Britain's 60 Piers (PHOTO),WEDDINGS,"Saturday was National Kissing Day, and in honor of the occasion, we asked our readers to send us their best photos of themselves",Erin Migdol,2013-07-08,"Wedding Kiss Photos: Couple Completes Quest To Kiss On All Of Britain's 60 Piers (PHOTO) Saturday was National Kissing Day, and in honor of the occasion, we asked our readers to send us their best photos of themselves",-1.6407963,-22.35599
https://www.huffingtonpost.com/entry/snooki-pale-tan-twitter-pregnant-photo_us_5b9bb54ae4b03a1dcc79c1e4,"Snooki Reveals Pale Skin In Twitter Photo, Considers Filming Child Birth",STYLE & BEAUTY,"Take a look at Snooki like you've never seen her before -- pale. The pint-sized, self-proclaimed ""meatball"" who's famous",,2012-05-12,"Snooki Reveals Pale Skin In Twitter Photo, Considers Filming Child Birth Take a look at Snooki like you've never seen her before -- pale. The pint-sized, self-proclaimed ""meatball"" who's famous",5.997797,-20.575058
https://www.huffingtonpost.com/entry/james-lee-lyons-sex-dog-arrrested_us_5ba2b71ce4b0c2784da4eab1,"James Lee Lyons, Florida Sex Offender, Arrested For Having Sex With Neighbor's Dog",CRIME,A recently released registered sex offender was arrested once again on Friday after a neighbor grew worried that someone,,2013-07-28,"James Lee Lyons, Florida Sex Offender, Arrested For Having Sex With Neighbor's Dog A recently released registered sex offender was arrested once again on Friday after a neighbor grew worried that someone",4.7578197,9.741225
https://www.huffingtonpost.com/entry/dmaa-supplement-ingredient-dangerous-illegal-fda_us_5b9d0adae4b03a1dcc83f9dd,"DMAA, Ingredient In Some Dietary Supplements, Is Illegal And Dangerous, FDA Says",WELLNESS,"Despite these previous investigations, this is the first time the FDA is directly warning consumers about the hazards of",,2013-04-12,"DMAA, Ingredient In Some Dietary Supplements, Is Illegal And Dangerous, FDA Says Despite these previous investigations, this is the first time the FDA is directly warning consumers about the hazards of",-21.313759,-7.5157886
https://www.huffingtonpost.com/entry/analyzing-dreams_us_5b9dadaae4b03a1dcc8b556c,How to Analyze Your Dreams in 7 Steps,WELLNESS,"A dream can rarely be fully understood and interpreted, but the process of trying to understand your dreams matters.","Elana Miller, MD, Contributor
Psychiatrist, cancer survivor, and writer at ZenPsychiatry.com",2013-11-27,"How to Analyze Your Dreams in 7 Steps A dream can rarely be fully understood and interpreted, but the process of trying to understand your dreams matters.",-16.547152,-9.567252
https://www.huffingtonpost.com/entry/daphne-guinness-performs-band-arlenes-grocery_us_5b9bb6a4e4b03a1dcc79cf87,Daphne Guinness Performs Jefferson Airplane At Arlene's Grocery With Element 4 (VIDEO),STYLE & BEAUTY,"Guinness, whose notable co-conspirators have included Isabella Blow and Alexander McQueen, joined the band Element 4 last",,2012-05-14,"Daphne Guinness Performs Jefferson Airplane At Arlene's Grocery With Element 4 (VIDEO) Guinness, whose notable co-conspirators have included Isabella Blow and Alexander McQueen, joined the band Element 4 last",6.441114,-14.849993
https://www.huffingtonpost.com/entry/better-sleep-beach-walk_us_55fc6316e4b00310edf6f667,"If You Want To Sleep Better, Take A Walk On The Beach",HEALTHY LIVING,A seaside stroll will set you up for sweet dreams.,Kate Bratskeir,2015-09-22,"If You Want To Sleep Better, Take A Walk On The Beach A seaside stroll will set you up for sweet dreams.",-16.832815,-7.796559
https://www.huffingtonpost.comhttp://www.businessweek.com/articles/2013-05-17/protestors-dont-scare-barbie-but-innovation-should#r=hpt-fs,Barbie's Biggest Threat,BUSINESS,"With her popularity waning, Barbie hit the road this week on a global campaign to burnish her brand. Read more on Businessweek",,2013-05-19,"Barbie's Biggest Threat With her popularity waning, Barbie hit the road this week on a global campaign to burnish her brand. Read more on Businessweek",6.0711875,-22.058746
